НоменклатураКод;ЦенаРозн;ЦенаОпт;Свободно;Резерв;Климовск;КлимовскР;Краснодар;КраснодарР;Воронеж;ВоронежР;СанктПетербург;СанктПетербургР;Екатеринбург;ЕкатеринбургР;Ожидается;Дата;
00000009643;11980;9490;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009197;680;540;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009198;560;440;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010020;1660;1330;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000006334;1070;840;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000006335;2890;2260;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008370;450;360;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000005392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000005393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000005394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
